title,comment_count,averge_price,type,area,recommend,group_purchase,preferential
LanTa蓝塔烘焙(公园茂店),949,￥33,面包蛋糕,高新区,,LanTa蓝塔烘焙!【高性价】花式可颂塔-4粒装|现烤双人餐,无
水浒烤肉(登封郑煤小区店),1034,￥68,烧烤烤串,登封市,,水浒烤肉!仅售1元！价值5元的基围虾一只1只。,无
岳文生烧烤,566,￥64,烧烤烤串,火车站/二七广场,,无,无
张记瓦罐(政七街店),1155,￥43,豫菜,金水路/省政府,,无,无
合记烩面(人民路店),5283,￥49,豫菜,火车站/二七广场,,无,无
广顺鑫猪肚鸡(经八路店),1748,￥66,粤菜馆,建文新世界,,广顺鑫猪肚鸡!【店长推荐】养生煲双人餐,无
长安古寨建业大食堂(足球小镇店),453,￥49,豫菜,二七区,,无,无
胥佳烧鸡公牛肉面馆,877,￥22,面馆,长途客运总站,,无,无
呷哺呷哺(郑州杉杉奥莱店),1267,￥66,小火锅,杉杉奥特莱斯,呷哺调料， 缤纷蔬菜拼盘， 呷哺精选肥牛,呷哺呷哺!牛羊大虾+小酥肉缤纷2-3人餐,无
椰诉(郑州熙地港店),881,￥22,茶饮果汁,熙地港/王府井,马蹄爆珠香水椰， 椰椰杨枝甘露， 芭乐香水椰,椰诉!整只椰子冻,无
胡涂印象老串串(桐柏路店),1736,￥57,重庆火锅,锦艺城/王府井,麻辣牛肉， 香菜， 串串,胡涂印象老串串!仅售79元！价值100元的代金券1张，除锅底、酒水饮料外全场通用，仅限使用1张，可免费使用包间。,无
郑州绿地JW万豪酒店The Grill烤汇扒房,616,￥394,西餐,郑东新区CBD,黑松露蘑菇汤， 餐前面包， 单人战斧牛排,郑州绿地JW万豪酒店The Grill烤汇扒房!仅售498元！价值3406元的双人M3菲力牛排半自助。,无
小宇宙的猫王榴莲店(清水苑社区店),155,￥19,甜品,郑东新区,马来西亚白咖啡， 马来西亚嘎椰烤面包， 榴莲煎堆,无,无
豫满楼(农业路店),5789,￥76,豫菜,国贸360,红烧黄河大鲤鱼， 小馒头蘸酱， 毛血旺,豫满楼!【打卡必点】2人餐,无
SHUO·W闪屿,285,￥135,甜品,东建材,覆盆子巧克力， 奶茶蛋糕， 茉莉蜜桃,无,无
苏园餐饮·苏园(新都会店),1516,￥93,苏浙菜,郑州东站,红烧肉， 苏式三杯鸡， 养生自制豆腐,苏园餐饮·苏园!苏园经典八人餐,无
珂子珍味海鲜(经一路总店),1072,￥104,海鲜,经三路沿线,花蛤， 辣炒蟹钳， 清蒸生蚝,无,无
哆焙工坊(国贸店),168,￥28,面包蛋糕,国贸360,橙v专享蛋糕， 海盐榛子蛋糕， 四寸草莓蛋糕,无,无
袁记云饺(阳光新城店),339,￥20,饺子,中原万达,鲜虾蟹籽云吞， 牛肉大葱饺， 冬菇马蹄鲜肉饺,袁记云饺!【入春尝鲜】鲜虾蟹籽云吞拼招牌云吞|生鲜38颗,无
苏园餐饮·苏荟(大卫城店),1787,￥96,粤菜馆,丹尼斯·大卫城,红烧肉， 蟹黄豆腐， 三杯鸡,苏园餐饮·苏荟!苏荟经典尝鲜双人餐,无
执人执味精品咖啡专门店,905,￥45,咖啡,郑东新区CBD,精品手冲咖啡， 话梅气泡美式， 咖啡果皮养生茶,执人执味精品咖啡专门店!仅售95元！价值100元的代金券1张，仅适用于店内咖啡饮品，可叠加使用。,无
与山湘荟·豫湘苑(英协路店),1627,￥76,湘菜,曼哈顿广场/英协路,泉水带皮羊肉煲， 新派小炒黄牛肉， 辣椒皮蛋,与山湘荟·豫湘苑!仅售95元！价值100元的代金券1张，除酒水、饮料、烟、茶叶外全场通用，可叠加使用，可免费使用包间。,无
海底捞火锅(锦荣悦汇城店),3845,￥107,四川火锅,豫康新城,招牌虾滑， 捞派滑牛肉， 番茄锅底,海底捞火锅!仅售95元！价值100元的代金券1张，全场通用，可叠加使用。,有
郑东靓靓虾馆·金牌油焖大虾(天泽街店),1283,￥119,小龙虾,宝龙城市广场/熙地港,油焖大虾， 蒜蓉大虾， 秘制蒸虾,郑东靓靓虾馆·金牌油焖大虾!【午市专享】龙虾双人餐,无
小肥羊·牛羊肉火锅(黄河路店),6230,￥75,牛羊肉火锅,金水路/省政府,羊肉， 清汤麻辣鸳鸯锅， 传统肥牛,小肥羊·牛羊肉火锅!经济双人餐,无
地盘薄比萨·厚汉堡(信万广场店),972,￥50,比萨,普罗旺世/庙李,地盘薄底比萨任意拼， 超级至尊比萨， 全是果肉榴莲,地盘薄比萨·厚汉堡!9英寸夏威夷比萨,无
豫见湘土情(交通路店),2628,￥59,湘菜,郑铁体育中心,特色臭鲈鱼， 招牌臭桂鱼， 食神豆腐,豫见湘土情!【情人节】超值两人畅吃扶墙套餐,无
醉巴鲜烤鱼(国贸店),25581,￥62,烤鱼,国贸360,黑鱼， 烩面， 剁椒烧鱼,醉巴鲜烤鱼!【春游踏青可自提】热销烤鱼2-3人餐,无
河南天地粤海酒店-粤海世家茶餐厅(农业路店),2161,￥111,茶餐厅,经三路沿线,粤海虾饺皇， 金酱蒸凤爪， 蒜香蒸排骨,无,无
虢国羊肉汤馆(农业路店),2022,￥33,小吃快餐,经三路沿线,香辣羊肉汤， 猪肉肉夹馍， 素饼,虢国羊肉汤馆!仅售85元！价值100元的代金券1张，除酒水饮料外全场通用，可叠加使用。,无
辣风火锅(新郑华盛奥特莱斯店),3843,￥54,火锅,奥特莱斯/锦艺城,手打鲜虾滑， 辣风手切鲜牛肉， 风椒牛肉,辣风火锅!【大学生专享】68代100元代金券,无
本味焖罐源(天泽街店),489,￥78,豫菜,宝龙城市广场/熙地港,饼蘸酱， 黄金饼， 牛骨髓,本味焖罐源!六人套餐,无
鸡公虾婆(无限城店),3096,￥46,干锅/香锅,火车站/二七广场,最爱鸡公虾煲， 鸡公虾婆， 鱼豆腐,鸡公虾婆!仅售156元！价值240元的【聚餐专享】超值5-6人餐。,无
铁板诱惑法式铁板烧(正弘城店),3498,￥283,自助餐,正弘中心,芝士焗龙虾， 木瓜雪蛤， 汁浇沙鳗鱼,铁板诱惑法式铁板烧!浪漫优享-肥肝畅吃单人自助,有
粤色·老广州茶餐厅(河南商会大厦店),1191,￥60,茶餐厅,郑州东站,金牌干炒牛河， 老广鲜虾饺， 荔湾艇仔粥,粤色·老广州茶餐厅!仅售45元！价值50元的代金券1张，除烧腊，海鲜，酒水饮料外全场通用，可叠加使用2张。,无
肖家饸饹面总店(郑州总店),1323,￥22,粉面馆,曼哈顿广场/英协路,优质饸饹面， 普通饸烙面， 加肉饸饹面,肖家饸饹面总店!仅售12.6元！价值15元的普通饸烙面1份，提供免费WiFi。,无
苏北红胖胖龙虾(总店),545,￥58,小龙虾,正弘中心,龙虾面， 蒜蓉龙虾， 麻辣小龙虾,苏北红胖胖龙虾!苏北老店特惠双份套餐,无
熙粤酒家(顺河路店),1050,￥88,粤菜馆,曼哈顿广场/英协路,腊味煲仔饭， 深井烧鹅， 葱花酿豆腐,熙粤酒家!仅售38.8元！价值48元的腊味煲仔饭1份。,无
北角秀味(美景龙堂·欢乐广场店),1189,￥51,茶餐厅,富田太阳城,虾饺皇， 干炒牛河， 冰火菠萝油,北角秀味!【粤吃粤美味】粤菜双人餐,无
火荣宫廷桃酥王(总店),595,￥16,面包蛋糕,国贸360,宫廷桃酥， 鲜乳蛋卷， 虎皮蛋糕,火荣宫廷桃酥王!仅售10.8元！价值13元的【巨划算】椰蓉酥半斤单人餐1份。,无
豫满楼(郑东新区店),5084,￥70,豫菜,郑东新区CBD,红烧鲤鱼， 小馒头蘸酱， 葱椒黄河浸大鲤鱼,豫满楼!【豫菜特色】宴请宾朋6-8人餐,无
薇薇安(正弘城店),1113,￥40,甜品,经三路沿线,招牌榴莲千层蛋糕， 榴莲千层， 芒果千层切角,薇薇安!仅售228元！价值368元的6英寸女宝生日蛋糕（低糖纯动物淡奶油）1个，约6英寸，圆形。,无
子午张记肉夹馍(健康路总店),1036,￥19,快餐简餐,大石桥/体育场,优质肉夹馍， 招牌米皮， 精瘦肉夹馍,子午张记肉夹馍!仅售39.8元！价值42元的实惠双人餐。,无
巴奴毛肚火锅(海尚店),4143,￥121,重庆火锅,东风路,经典毛肚， 雪花牛肉， 巴奴擀面皮,巴奴毛肚火锅!仅售100元！价值100元的代金券1张，全场通用，可叠加使用。,有
王祥军四川担担面(人和路店),428,￥24,面馆,升龙广场,担担面， 香肠， 鸡爪,无,无
西湖春天(中州店),2617,￥113,苏浙菜,金水路/省政府,手剥龙井虾仁， 东坡肉， 招牌生煎包,西湖春天!仅售97.5元！价值100元的代金券1张，仅适用于大厅，可叠加使用。,有
郭记老汉口热干面,920,￥18,小吃快餐,郑东新区CBD,牛肉热干面， 杂酱热干面， 豆皮,无,无
烧肉酒场·烧肉小酒馆,524,￥168,小吃快餐,宝龙城市广场/熙地港,至尊十五阶梯烧（烧肉）， 蒲烧鳗鱼饭， 九炙火烤全垒打,烧肉酒场·烧肉小酒馆!仅售92元！价值100元的代金券1张，除酒水饮料外全场通用，可叠加使用，提供免费WiFi。,无
阿平牛杂(国贸360店),2141,￥29,小吃快餐,国贸360,阿平牛杂粉， 牛杂煲， 红烧牛肉萝卜汤饭,阿平牛杂!仅售11.9元！价值12元的【可同享】茉莉冰豆浆1袋。,无
KAOTOWN烤堂•烧烤•牛腩煲(海汇港店),1412,￥90,烤串,郑州东站,蜜汁鸡翅中， 新密炒虾尾， 海鲜粥,KAOTOWN烤堂•烧烤•牛腩煲!【画蛇添福】午市限定双人餐,无
海底捞火锅(恒大广场店),2466,￥96,四川火锅,经开区,纯纯纯牛油锅， 招牌虾滑， 捞派脆脆毛肚,海底捞火锅!仅售95元！价值100元的代金券1张，全场通用，可叠加使用。,有
记忆餐厅·庭院式(东明路店),1579,￥67,私房菜,曼哈顿广场/英协路,黄河大鲤鱼， 芝士焗红薯， 三鲜疙瘩汤,记忆餐厅·庭院式!仅售210元！价值282元的【高性价】豫菜4人餐。,无
pho10食粉(熙地港店),1591,￥68,越南菜,宝龙城市广场/熙地港,火车头牛肉汤粉， 越南小食拼， 越式烤肉法包,pho10食粉!仅售39.9元！价值56元的小吃6选2，建议单人使用。,无
四厂烤包子(国棉家属院店),1040,￥12,包子,中原区,烤包子， 羊肉串， 馕,无,无
书亦烧仙草(锦艺城店),1371,￥13,茶饮果汁,锦艺城/王府井,书亦烧仙草， 葡萄芋圆冻冻， 杨枝甘露烧仙草,书亦烧仙草!桃桃乌龙果茶（大杯）,有
一厂麻辣猪蹄,509,￥35,快餐简餐,锦艺城/王府井,麻辣猪蹄， 虾尾， 精品鸡爪,一厂麻辣猪蹄!两个猪蹄+一份饺子+两罐可乐,无
西牧尚品新疆菜土坑烤全羊,902,￥70,新疆菜,郑东新区CBD,西牧原始羊肉串， 喀什烤包子， 果仁酸奶,西牧尚品新疆菜土坑烤全羊!【品质甄选】精品双人餐,无
西湖春天(百合店),1240,￥155,苏浙菜,宝龙城市广场/熙地港,东坡肉， 知味小排， 干炸东海黄金带鱼,西湖春天!欢乐团聚四人餐,有
阿德重庆印象火锅(工业路店),733,￥57,重庆火锅,建业购物广场,精品肥牛， 阿德毛肚， 鲜虾滑,阿德重庆印象火锅!仅售49.9元！价值100元的代金券1张，仅限使用1张。,无
北面·肉酱面是一绝(璞丽中心店),364,￥19,粉面馆,经三路沿线,招牌肉酱面， 酸爽瓜条， 藤椒牛肉面,北面·肉酱面是一绝!招牌肉酱面+酸爽瓜条,无
秋波里爆蛋豆腐虾(鑫都汇店),984,￥46,虾蟹火锅,郑铁体育中心,爆蛋豆腐虾， 爆蛋豆腐， 手工拉面,秋波里爆蛋豆腐虾!仅售97元！价值100元的代金券1张，全场通用，可叠加使用2张。,无
眷茶(熙地港店),1559,￥18,茶饮果汁,熙地港/王府井,低脂特选乌龙芝士， 凤梨金桔奶绿， 低脂小叶茉莉芝士,眷茶!【不含茶】芒果牛乳+草莓牛乳2选1,无
粗粮厨掌柜·非遗传承(林科路店),1468,￥58,豫菜,经三路沿线,八宝烤南瓜， 包公大鲤鱼， 京酱肉丝,粗粮厨掌柜·非遗传承![包间可用免费生日布置]聚会8-10人餐,无
猫姑娘大盘鸡(商城路店),608,￥63,新疆菜,西大街,酱焖鸡爪， 黄金炒馍， 猫姑娘大盘鸡,无,无
任记肉合店,508,￥14,快餐简餐,二七万达,猪头肉饼， 耳丝饼， 麻辣鸡肉米线,任记肉合店!仅售98元！价值100元的代金券1张，仅限使用1张。,无
上海恩记汤包馆(东三街店),1961,￥28,包子,大石桥/体育场,虾仁鲜肉包， 招牌纯鲜肉汤包， 蛋黄汤包,上海恩记汤包馆!仅售14元！价值26元的招牌纯鲜肉汤包1份。,无
李四辈(CBD5店),1190,￥17,生煎/锅贴,郑东新区CBD,饣它汤， 煎包， 豆粥,李四辈!仅售28元！价值31元的【冬日暖粥】豆粥单人餐。,无
豫文德小馆(商鼎路店),782,￥55,豫菜,郑东新区CBD,麻辣鸭头， 经典酸菜鱼， 川香辣子鸡,豫文德小馆!【豫文德】甄选双人餐,无
张新革传统砂锅,430,￥24,其他中餐,丰业生活广场,酥肉莲夹砂锅， 莲条， 砂锅什锦,无,无
巴奴毛肚火锅(惠济万达店),1595,￥125,重庆火锅,惠济万达广场,巴奴毛肚， 绣球菌， 经典毛肚,巴奴毛肚火锅!高人气双人餐,有
至尊强仔(正光北街店),2049,￥101,粤菜馆,郑东新区CBD,至尊虾饺皇， 腊味煲仔饭， 榴莲酥,至尊强仔!仅售95元！价值100元的电子代金券1张，除烟酒饮料，特价菜海鲜外全场通用，可叠加使用。,无
马道街甜食部(东风路店),137,￥18,快餐简餐,东风路,古法雪花酪， 方便杏仁茶， 玫瑰冰赤豆,马道街甜食部!仅售99元！价值149元的浇.汁.米宗.子8枚装1份。,无
TiM CHA(龙湖里店),332,￥22,饮品,郑东新区CBD,鲜萃莓果多多， 奥利奥鲜乳茶， 车厘子多多,TiM CHA!仅售15.8元！价值18元的熔岩热巧1份。,无
汕锦记潮汕牛肉火锅(天明路店),3188,￥79,潮汕牛肉火锅,丰业广场/千盛广场,现打牛肉丸， 吊龙， 现切鲜牛肉,汕锦记潮汕牛肉火锅!4-5人经典团圆餐,无
必胜客(二七万达店),1362,￥50,比萨,二七万达,牛排， 超级海鲜至尊， 意面,必胜客!重磅新品必胜小食盒,有
瓦舍茶馆(东风路店),1144,￥86,茶餐厅,东风路,福鼎老白茶， 老豆腐煨牛腩， 宫廷熟普洱,瓦舍茶馆!二人茶时光【赠送早餐】【独立茶室】,无
巴奴毛肚火锅(盛华里店),2292,￥128,重庆火锅,经开区,经典毛肚， 野山菌汤， 雪花牛肉,巴奴毛肚火锅!甄选牛肉|澳洲和牛加量20%（赠菜品）,有
莫山小馆(锦艺城购物B区店),4909,￥73,浙菜,锦艺城/王府井,枣香东坡肉， 红烧排骨， 红烧小黄鱼,莫山小馆!【月销量40000块】枣香扎肉·可叠加套餐,无
须水邓记叫化鸡(中原路店),5432,￥67,豫菜,高新区,五香猪蹄， 邓记叫化鸡， 红烧黄河大鲤鱼,须水邓记叫化鸡!仅售95元！价值100元的代金券1张，全场通用，可叠加使用。,无
东京包子楼(政七街店),475,￥34,包子,国贸360,茴香大肉灌汤包， 灌汤包， 韭菜鸡蛋素小笼包,无,无
彼酷哩活鱼现烤(二七万达店),5195,￥61,烤鱼,二七万达,豆花烤鱼， 梭边鱼， 黑金螺蛳粉烤鱼,彼酷哩活鱼现烤!仅售329元！价值473.6元的【家庭聚会】6人餐·双鱼双口味套餐。,无
靓靓蒸虾·头牌蒸虾(郑州旗舰店),3232,￥110,小龙虾,宝龙城市广场/熙地港,靓靓蒸虾， 经典爆款凉面， 极品油焖大虾,靓靓蒸虾·头牌蒸虾!仅售138元！价值200元的代金券1张，单次消费最多可用1张，不可与其它代金券叠加使用。,无
吕氏疙瘩汤·新派鲁菜(郑州万象城店),6617,￥56,鲁菜,万象城,蛤蜊疙瘩汤， 西红柿疙瘩汤， 招牌炸虾仁,吕氏疙瘩汤·新派鲁菜!仅售48元！价值50元的代金券1张，全场通用，可叠加使用。,无
LanTa蓝塔烘焙(中原万达店),1041,￥25,面包蛋糕,中原万达,生日蛋糕， 蜜桃半熟芝士， 手撕面包,LanTa蓝塔烘焙!仅售48元！价值50元的代金券1张，全场通用，可叠加使用。,无
栗子来了(正弘城店),509,￥23,栗子/干果,正弘中心,招牌板栗， 樱桃小山楂， 酸奶坚果冻,栗子来了!【新品上市】鲜制枣仁派260g,无
猫与桃花源主题猫咖(二七万达店),2795,￥26,茶饮果汁,二七万达,茉莉白桃奶盖， 草莓气泡水， 黑森林蛋糕,猫与桃花源主题猫咖!仅售33.9元！价值75.1元的『40只猫』猫咖不限时撸猫+饮品+猫零食+桌游豪华单人套餐。,无
楚江子·龙继斑鱼庄(建设东路店),4911,￥86,鱼火锅,医学院,招牌0.5毫米斑鱼片， 现熬鱼汤， 招牌锅盔馍,楚江子·龙继斑鱼庄!【踏青精选】下午茶单人餐,有
湾餐厅·象之屋酒吧酒店,854,￥111,西餐,曼哈顿广场/英协路,澳洲安格斯谷饲肉眼火山岩牛排， 茄汁肉酱意面， 奶油蘑菇汤,湾餐厅·象之屋酒吧酒店!仅售99元！价值278元的【尝鲜价】99超值套餐单人餐。,无
豫人老北京炙子烤肉(郑密路店),462,￥74,烧烤烤串,帝湖,五花肉， 黑椒牛肉， 饼丝,豫人老北京炙子烤肉!仅售95元！价值100元的代金券1张，仅限使用1张。,无
高记肉夹馍,508,￥12,小吃快餐,锦艺城/王府井,麻辣肉夹馍， 五香肉夹馍， 肥瘦中辣肉夹馍,无,无
沙朗阿甘鲜肉汉堡(建业凯旋广场店),388,￥30,西式快餐,正弘中心,安格斯芝士牛肉堡， 柠檬可乐， 爆浆芝士堡,沙朗阿甘鲜肉汉堡!仅售12元！价值15元的代金券1张，除套餐外全场通用，仅限使用1张。,无
必胜客(大卫城店),1125,￥51,比萨,丹尼斯·大卫城,超级至尊比萨（芝心普通装）， 牛排， 意面,必胜客!【尖叫星期三】经典披萨任选1份,有
刘涛烧烤(百福街店),307,￥72,烤串,郑东新区CBD,羊肉串， 腰子， 烤牛肚,无,无
呷哺呷哺(局外太格茂店),1671,￥65,小火锅,龙子湖校区,茉香奶绿， 精选肥牛， 手打芝士虾滑,呷哺呷哺!内蒙草原乌珠穆沁小肥羊单人餐,无
黔岭土家煨锅(经六路店),538,￥92,贵州菜|黔菜,人民路/紫荆山,芭蕉丝， 青椒鸡， 黄豆鸡,黔岭土家煨锅!仅售95元！价值100元的代金券1张，仅限使用1张。,无
卡龙兰法式铁板烧,594,￥172,日式铁板烧,郑东新区CBD,鹅肝鱼子酱蒸蛋， 法国红酒鹅肝， 火焰冰激凌,卡龙兰法式铁板烧!仅售598元！价值1482元的龙虾扇贝双人套餐。,无
巴奴毛肚火锅(信万广场店),1129,￥121,重庆火锅,陈砦,经典毛肚， 乌龙冰粉， 羊肉,巴奴毛肚火锅!【入会即享】茉莉奶绿,无
龙太极火锅(高新区店),3318,￥50,重庆火锅,郑州大学新校区,优质羔羊肉卷， 自助小料， 庄园肥牛,龙太极火锅!仅售85元！价值100元的代金券1张，除酒水、饮料外外全场通用，可叠加使用，可免费使用包间，提供免费WiFi。,无
中原农家乐(中原饭店),595,￥38,农家菜,登封市,槐花鸡蛋， 红烧农家鸡， 野菇炒肉,中原农家乐!农家乐尊享12-14人餐,无
CoCo都可(熙地港店),934,￥14,茶饮果汁,熙地港/王府井,鲜百香双响炮， 奶茶三兄弟， 珍珠奶茶,CoCo都可!【大杯大口喝】奶茶果茶7选2,无
郑州希尔顿酒店·阿米奇意大利餐厅,734,￥256,西餐,曼哈顿广场/英协路,战斧牛排， 牛肝菌奶油蘑菇汤， 香煎鹅肝,郑州希尔顿酒店·阿米奇意大利餐厅!仅售688元！价值1472元的“欢聚畅享”-澳洲战斧牛排套餐，建议3-4人使用。,无
LanTa蓝塔烘焙(绿地新都会店),1113,￥28,面包蛋糕,祭城/大旺城,原味半熟芝士蛋糕， 蜜桃半熟芝士， 丹麦红豆,LanTa蓝塔烘焙!核桃芝士马里奥,无
煌粮小灶·精致家常菜(碧云路店),1261,￥55,家常菜,橄榄城,烤南瓜， 烙馍四件套， 酱焖鱼,无,无
阿平牛杂(大卫城店),2975,￥35,小吃快餐,丹尼斯·大卫城,牛杂煲， 秘制萝卜条， 冒鸭血,阿平牛杂!仅售78元！价值118元的【劲享】粉面双人餐。,无
呐呆面包研究所(升龙广场店),447,￥23,面包蛋糕,升龙广场,超浓牛奶吐司（小）， 巧克力吐司， 酸甜蔓越莓吐司（小）,呐呆面包研究所!仅售18.8元！价值25元的贝果5选2，建议单人使用。,无
DQ·蛋糕·冰淇淋(大卫城店),1362,￥25,冰淇淋,丹尼斯·大卫城,dq暴风雪， 抹茶巴旦木暴风雪， 巧克力麦片暴风雪,DQ·蛋糕·冰淇淋!【新品】开心果风味暴风雪双杯（标杯杯型）,无
方勇烧烤总店(工三街店),1116,￥69,烧烤烤串,人民路/紫荆山,羊肉串， 烧麦， 蒸菜莽,无,无
阿平牛杂(正弘城店),2993,￥35,小吃快餐,正弘中心,牛杂煲， 原味牛杂面， 秘制自助小料,阿平牛杂!仅售78元！价值118元的【劲享】粉面双人餐。,无
袁老四老火锅(郑州总店),14243,￥76,重庆火锅,升龙广场,麻辣牛肉， 太阳肥牛， 蟹子火龙果虾滑,袁老四老火锅!【 双倍快乐】茉莉轻乳茶+蘑菇慕斯布丁,无
LanTa蓝塔烘焙(花园路店),854,￥32,面包蛋糕,人民路/紫荆山,生日蛋糕， 双莓半熟芝士， 丹麦红豆,LanTa蓝塔烘焙!4吋爆浆蛋糕单人餐（三选一）,无
马记绿豆饼(总店),685,￥13,面包蛋糕,国贸360,绿豆饼， 红豆饼， 板栗饼,无,无
郑州绿地JW万豪酒店-都会尚膳自助餐厅,7746,￥232,自助餐,郑东新区CBD,大闸蟹， 披萨， 日式料理,郑州绿地JW万豪酒店-都会尚膳自助餐厅!家庭餐两大一小自助餐,无
嘴八爷美蛙鱼火锅(淮河路店),1434,￥77,重庆火锅,儿童公园/凯旋门,净牛蛙， 招牌川味菜籽油麻辣锅底， 魔芋豆腐,嘴八爷美蛙鱼火锅!仅售46元！价值50元的代金券1张，除锅底酒水饮料，自助调料素菜台外全场通用，单次消费最多可用10张，不可与其它代金券叠加使用，可免费使用包间。,无
海底捞火锅(华强广场店),1652,￥90,四川火锅,冉屯路/五龙口,招牌虾滑， 捞派鲜毛肚， 纯纯纯牛油锅,海底捞火锅!仅售95元！价值100元的代金券1张，全场通用，可叠加使用。,有
武陟虹兴砂锅(普庆路店),656,￥32,东北菜,普罗旺世/庙李,什锦砂锅， 砂锅炖排骨， 砂锅炖酥肉,武陟虹兴砂锅!仅售98元！价值100元的代金券1张，全场通用，可叠加使用。,无
喵言喵语·猫咪桌游·猫咖啡馆(国贸店),887,￥29,咖啡,国贸360,小吃拼盘， 蔓越莓饼干， 黑森林冰淇淋蛋糕,喵言喵语·猫咪桌游·猫咖啡馆!仅售85元！价值100元的代金券1张，全场通用，可叠加使用。,无
朴作麺包店(中义·阿卡迪亚店),285,￥29,面包蛋糕,郑东新区CBD,日式红豆面包， 小米面包， 碱水面包,朴作麺包店!仅售47元！价值50元的代金券1张，全场通用，仅限使用1张。,无
郑州富力万达文华酒店·云端美食汇自助餐厅,5913,￥209,自助餐,正弘中心,哈根达斯冰淇淋， 榴莲蛋糕， 杨枝甘露,郑州富力万达文华酒店·云端美食汇自助餐厅!【店庆钜惠】双人豪华海鲜自助晚餐/周末午餐,无
贺锦记廣州开煲酒楼(优胜路店),1009,￥98,粤菜馆,大石桥/体育场,锦记腊味煲仔饭， 锦记明炉烧鹅， 生啫生肠,贺锦记廣州开煲酒楼!仅售118元！价值139元的【著名生滚粥】2-3人餐。,无
老蔡记(二七广场店),2707,￥36,豫菜,西大街,三鲜大肉蒸饺， 冰糖红豆汤， 优质馄饨,无,无
巴奴毛肚火锅(正弘旗店),1191,￥128,重庆火锅,农科路酒吧街,野山菌骨汤牛油辣， 经典毛肚， 乌鸡卷,巴奴毛肚火锅!仅售100元！价值100元的代金券1张，全场通用，可叠加使用。,有
茶百道(锦艺城店),676,￥15,茶饮果汁,锦艺城/王府井,杨枝甘露， 招牌芋圆奶茶， 豆乳玉麒麟,茶百道!茉莉奶绿(大杯),无
胖哥俩肉蟹煲(二七万达店),2803,￥78,肉蟹煲,二七万达,招牌肉蟹煲， 鸡爪煲， 牛蛙煲,胖哥俩肉蟹煲!【新品尝鲜】滋味虾蟹煲,无
美盛喜来登大酒店-盛宴标帜餐厅,4856,￥171,自助餐,郑州东站,提拉米苏， 芝士蛋糕， 日式铁板烧,美盛喜来登大酒店-盛宴标帜餐厅!10人欢享自助餐|可用包间 家庭聚餐/生日派对/公司团建,无
豫宴泓园(智慧港店),267,￥90,豫菜,龙子湖校区,素包子， 海鲜疙瘩汤， 烙馍卷馓子,豫宴泓园!【豫宴泓园】状元及第10人餐,无
LanTa蓝塔烘焙(嵩山路店),617,￥28,面包蛋糕,儿童公园/凯旋门,生日蛋糕， 蜜桃半熟芝士， 丹麦红豆,LanTa蓝塔烘焙!半熟巴斯克,无
花溪·融合餐厅(星月广场店),326,￥54,特色菜,星月时代广场,平凡的土豆， 柠檬酸菜鱼， 芝士烤红薯,花溪·融合餐厅!精品四人餐,无
五顺斋清真烤鸭店(文化路分店),2617,￥47,烤鸭,正弘中心,烤鸭， 椒盐鸭架， 荷叶饼,五顺斋清真烤鸭!仅售168.5元！价值180元的五顺斋真空烤鸭，建议6人使用。,无
棒约翰比萨·意面(锦艺城餐厅店),901,￥58,比萨,锦艺城/王府井,圣诞安格斯牛肉盛宴披萨， 安格斯手手撕牛肉通心粉披萨， 装法式厚切猪肉披萨,棒约翰比萨·意面!安格斯手撕牛肉比萨双人餐,无
老李家炒鸡面馆(中原万达店),768,￥60,快餐简餐,中原万达,炒鸡， 麻辣小龙虾， 老李家焖烧鱼,老李家炒鸡面馆!【经典老味道】砂锅红焖牛排3-4人餐,无
水浒烤肉(国贸总店),5932,￥60,烤串,国贸360,秘制羊肉， 五花肉， 鸡翅,水浒烤肉!仅售90元！价值100元的代金券1张，除酒水饮料外全场通用，可叠加使用5张。,无
眷茶(二七万达店),992,￥17,茶饮果汁,二七万达,凤梨金桔奶绿， 草莓鲜橙茉莉， 特选乌龙芝士,眷茶!【香草上新】相映红·香草锡兰,无
豫雅园·烤鸭烩面(雅宝东方国际广场店),2000,￥84,豫菜,郑州东站,酥香嫩烤鸭， 羊肉烩面， 高炉烧饼,豫雅园·烤鸭烩面!仅售7元！价值7.9元的手工奶皮子酸奶1份。,无
和米堂(大卫城店),4975,￥19,小吃,丹尼斯·大卫城,原味章鱼烧， 玉米奶酪章鱼烧， 芝士年糕,和米堂!仅售206元！价值230元的代金券1张，全场通用，可叠加使用。,无
重庆赖火锅(城东南路总店),442,￥108,重庆火锅,福都生活广场,生抠鲜鸭肠， 鸭血， 贡菜,无,无
眷茶臻选(中原万达店),907,￥17,茶饮果汁,中原万达,凤梨金桔奶绿， 低脂小叶茉莉芝士， 草莓鲜橙茉莉,眷茶!【茶友推荐】人气榜4选2,无
四川阿彭回锅肉饭店(百福街店),1290,￥66,川菜馆,东建材,麻辣回锅肉， 压锅排骨， 肉汤泡饭,四川阿彭回锅肉饭店!【正宗川渝】米椒黄牛肉双人餐,无
海底捞火锅(橄榄城店),4188,￥95,四川火锅,橄榄城,招牌虾滑， 番茄锅底， 纯纯纯牛油锅,海底捞火锅!五荤四素甄选单人套餐,有
茶百道(正弘城店),1177,￥17,茶饮果汁,正弘中心,杨枝甘露， 豆乳玉麒麟， 招牌芋圆奶茶,茶百道!杨枝甘露（中杯）,无
